203664A0	1	had Republicans not had their attention divided between that high-profile gubernatorial election and the one taking place several hundred miles to the west	116	270
203666A0	1	If they had enough numbers at the time to override a veto on their own	0	69
203667A0	1	was detailed on Monday	96	117
203668A0	0	with the law	19	30
203668A1	0	Had Craig complied with the law	0	30
203669A0	0	I have had in the past 20 years	37	67
203669A1	0	if I had completed suicide, all the adventures, the growth, the connections, the happiness	97	186
203669A2	0	I wouldn't have had if I had completed suicide, all the adventures, the growth, the connections, the happiness	77	186
203670A0	1	if she were replaced earlier by a Brexiteer who tried to push through a similarly undeliverable deal since they	114	224
203671A0	1	if workers had taken the taxes that they paid into the Social Security Old Age and Survivors Insurance (OASI) Fund and instead had invested it themselves in a private account	56	229
203672A0	0	they were	144	152
203672A1	0	should not have been monitored the way they were	105	152
203672A2	0	were disgraceful and should not have been monitored the way they were	84	152
203672A3	0	at least a couple of the calls here were disgraceful and should not have been monitored the way they were	48	152
203672A4	0	that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	43	152
203672A5	0	any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	30	152
203672A6	0	was any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	26	152
203672A7	0	there was any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	20	152
203672A8	0	that there was any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	15	152
203672A9	0	think that there was any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	9	152
203672A10	0	don't think that there was any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	3	152
203672A11	0	I don't think that there was any question that at least a couple of the calls here were disgraceful and should not have been monitored the way they were	1	152
203673A0	0	if there were	9	21
203673A1	0	even if there were	4	21
203675A0	0	if neither had tried	371	390
203675A1	0	The space race was a significant battlefield in the cold war	0	59
203675A2	0	both the American and Soviet moon programmes were boondoggles	271	332
203675A3	0	the American win was one of the most important demonstrations on the international stage that the future belonged to the capitalist democracies rather than to communism	66	233
203676A0	1	were it not for immigration	95	121
203677A0	0	Lamontagne's chances weren't good	0	32
203677A1	0	he could have forced Ayotte to waste resources and lurch to the right.	39	108
203678A0	1	if he did not stay and do the job	232	264
203679A0	1	If it were a referendum on POTUS	42	73
203680A0	1	if leading firms had maintained their share of overall investment since 2000	27	102
203681A0	0	it was made (crudely, say police) to do	72	110
203681A1	0	If one of those pipe bombs had made it to its destination and done what it was made (crudely, say police) to do	0	110
203682A0	0	with this storm	278	292
203682A1	0	he should have been touring the damage	153	190
203682A2	0	when he should have been touring the damage	148	190
203682A3	0	sunning himself in Martha's Vineyard when he should have been touring the damage	111	190
203682A4	0	was still sunning himself in Martha's Vineyard when he should have been touring the damage	101	190
203682A5	0	Barack Obama was still sunning himself in Martha's Vineyard when he should have been touring the damage	88	190
203682A6	0	that Barack Obama was still sunning himself in Martha's Vineyard when he should have been touring the damage	83	190
203682A7	0	Obama's first responders were doing a much better job with this storm than their predecessors did after Hurricane Katrina in 2005	224	352
203682A8	0	complained in an editorial that Barack Obama was still sunning himself in Martha's Vineyard when he should have been touring the damage; though the paper conceded that Obama's first responders were doing a much better job with this storm than their predecessors did after Hurricane Katrina in 2005	56	352
203683A0	0	it was	148	153
203683A1	0	Had I simply taken the time to talk to an advisor or looked around at my options	0	79
203684A0	1	even had he won his partys backing	184	217
203685A0	1	If Romney had run more strongly throughout the country	0	53
203687A0	1	If I had only known how simple fertility testing was	47	98
203688A0	1	if I were you	27	39
203689A0	1	if he'd been the Niggerhead Ranch-vacationing governor of Texas	86	148
203690A0	0	the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	110	228
203690A1	0	should have gone to greater lengths to ensure that the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	59	228
203690A2	0	his fellow Democrats should have gone to greater lengths to ensure that the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	38	228
203690A3	0	thinks his fellow Democrats should have gone to greater lengths to ensure that the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	31	228
203690A4	0	he thinks his fellow Democrats should have gone to greater lengths to ensure that the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	28	228
203690A5	0	that he thinks his fellow Democrats should have gone to greater lengths to ensure that the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	23	228
203690A6	0	said that he thinks his fellow Democrats should have gone to greater lengths to ensure that the scientific underpinnings of their climate and energy agenda were better understood before attempting to push policy	18	228
203691A0	1	If you were an egg donor	0	23
203692A0	0	you'd be wrong.	98	112
203692A1	0	the statue was commissioned by the city, like most public statues are	23	91
203693A0	1	Mr. Trump had signaled an openness during the campaign and one that would have been a major foreign policy victory for the Kremlin	140	269
203694A0	0	If treating D.C.I.S.	0	19
203694A1	0	to fend off invasive breast cancer	34	67
203694A2	0	D.C.I.S. was being found and treated	137	172
203694A3	0	was supposed to fend off invasive breast cancer	21	67
203694A4	0	should have plummeted once D.C.I.S. was being found and treated	110	172
203694A5	0	If treating D.C.I.S. was supposed to fend off invasive breast cancer, the incidence of invasive breast cancer should have plummeted once D.C.I.S. was being found and treated	0	172
203695A0	1	wish the legislation passed three years ago had worked to sufficiently increase vaccination rates	2	98
203696A0	0	wish he had talked about energy efficiency	37	78
203696A1	0	wish he had talked about energy efficiency, Sen.	37	85
203698A0	0	if it's a short-term deployment	6	36
203698A1	0	Even if it's a short-term deployment	1	36
203698A2	0	only the most ardent people wish for our border to become worse than WW3	97	168
203698A3	0	40 percent of people being apprehended at the border were children and families	259	337
203701A0	1	if I	138	141
203702A0	1	if voters evaluated presidents' foreign policies on the basis of whether they had won the respect of the world and advanced American interests internationally	26	183
203704A0	1	If he had been in the United States Senate	138	179
203706A0	1	without pushback	107	122
203708A0	1	If this were an open seat	1	25
203709A0	0	if the first car had been electric	105	138
203709A1	0	we had set ourselves on that path instead	145	185
203710A0	1	if it had access to all relevant information	128	171
203711A0	0	if I did	46	53
203711A1	0	with her bod	125	136
203711A2	0	I had no opinion about prostitution	6	40
203711A3	0	with the idea that a woman can do what she wants with her bod	75	136
203712A0	1	If it had chosen to write down inventory to spot market levels this quarter	0	74
203713A0	1	If only Trump had listened to Chris Christie	0	43
203714A0	1	If none of this harassment had happened	1	39
203715A0	0	seems, yet again	66	81
203715A1	0	wish we'd passed in the early 1990s	166	200
203715A2	0	we might have passed a few years ago	124	159
203716A0	1	if you grew up in the U.S.	166	191
203717A0	0	Were he here	0	11
203717A1	0	he has somehow gotten into Mr. Trump's head even in death, not to mention the bind in which he has put politically cautious colleagues forced to pick between him and the president	59	237
203718A0	0	he was going to do what he believed in	160	197
203718A1	0	If Mr. Flake had been confident in his decision to vote yes on Brett Kavanaugh's nomination	0	90
203719A0	1	if he were alive today	158	179
203720A0	1	If violated	0	10
203721A0	0	they were	123	131
203721A1	0	Even worse	0	9
203721A2	0	if goodness is only in our minds	12	43
203722A0	0	unless one rids themselves of all emotion and vulnerabilities, making them a man	42	121
203722A1	0	with a code that says unless one rids themselves of all emotion and vulnerabilities, making them a man, then he is weak, a sissy, or a girl	20	158
203723A0	1	if you wish you had a financial pro to talk to	16	61
203724A0	1	if health care professionals were to move beyond a culture of blame, under which more emphasis is placed on fault than practicing good medicine	96	240
203725A0	0	If rear seatbelts had been used	1	31
203725A1	0	with the University of Tokyo School of Medicine	159	205
203726A0	0	if Trump's Friday fiasco had never happened	6	48
203726A1	0	Even if Trump's Friday fiasco had never happened	1	48
203727A0	0	if he is fortunate	235	252
203727A1	0	if he had won over Ms. Halliday, who said her views on gun control stemmed from her desire to protect her two daughters	38	156
203728A0	0	if it had kept on going up	338	363
203728A1	0	with the fact that we're going to have a moderate and choppy pace of growth going into the second half of the year and into 2010.	32	160
203729A0	1	had the entire web already moved to encrypted traffic via TLS	30	90
203730A0	1	if not for the banking collapse in 2008-09	165	206
203731A0	1	If Trump had never met a Russian	0	31
203732A0	1	If you had foreseen in the early days of cars how	0	48
203733A0	0	with loyalties on the opposite side of the country a bit odd	107	166
203733A1	0	had the decision come sooner and find the idea of a company head with loyalties on the opposite side of the country a bit odd	42	166
203734A0	0	If we	1	5
203734A1	0	it didn't work out that way	136	162
203734A2	0	had resources to do a lot of good things in the country-infrastructure development -	45	130
203735A0	0	of Americas desire to weaken Russia	88	122
203735A1	0	If none of that ie, Ukraine had ever happened	125	169
203735A2	0	with some other excuse to try to contain Russias growing capabilities	196	264
203735A3	0	were a result not of his meddling in Ukraine, but of Americas desire to weaken Russia	38	122
203736A0	1	if Qaddafi's forces had been able to unleash them indiscriminately, as they did in other, smaller rebel-held towns, like Zawiyah, Misrata, and Adjabiya	158	308
203737A0	1	if he'd tried	181	193
203738A0	1	if caught	108	116
203739A0	0	had the war not taken place	93	119
203739A1	0	were made worse off because of the war	193	230
203739A2	0	each of them belongs to a class, Vietnamese born after 1975, who were made worse off because of the war.	126	231
203742A0	0	if you lined up to snap up shares of Mastercard stock when it listed on the NYSE	71	150
203742A1	0	you were the dumb money if you lined up to snap up shares of Mastercard stock when it listed on the NYSE	45	150
203743A0	1	if there were a single gilet jaune list at the European elections	30	94
203744A0	0	they were two years back	32	55
203744A1	0	Had mortgage rates stayed where they were two years back	0	55
203745A0	1	If the Dalai Lama had more wisdom	0	32
203746A0	1	had they just asked physicians and asked just about CPOE	79	134
203747A0	1	Had the company not done so	0	26
203748A0	1	if it had its own currency	65	90
203749A0	0	if we had written them ourselves	190	221
203749A1	0	they were coming from a bunch of middle-aged academics	91	144
203750A0	0	they are dreadful in so many ways	122	154
203750A1	0	if they were great landlords and on the ball with maintenance	54	114
203751A0	1	if we had not gone through our 10-year slide in research support	10	73
203752A0	0	with the Mueller investigation	116	145
203752A1	0	Were Donald Trump, Devin Nunes, Mark Meadows, and the rest of the gruntle-free crew that is planning to go to war with the Mueller investigation willing to simply ignore it	0	173
203753A0	1	if I was watching it alone	182	207
203754A0	1	if I had purchased her a binder when she first asked for one, over a year ago	13	89
203755A0	1	If he had an extremely high pitched voice	0	40
203756A0	0	without a concrete plan	33	55
203756A1	0	if I had a sense of just how long it would take.	57	104
203757A0	1	if he'd gone up against a stronger opponent	62	104
203758A0	0	with a definitive NO	69	88
203758A1	0	if you asked me this question	16	44
203759A0	0	he was a candidate	116	133
203759A1	0	Mr. Trump had repaid Mr. Cohen	245	274
203759A2	0	he had confused the two factors	177	209
203759A3	0	it was irrelevant since Mr. Trump had repaid Mr. Cohen	221	274
203759A4	0	that it was irrelevant since Mr. Trump had repaid Mr. Cohen	216	274
203760A0	1	If politicians were recyclable	1	30
203762A0	1	If McCaskill had hit Akin for something like corruption or nepotism that most voters across the political spectrum dislike	0	121
203763A0	1	Had I stayed in Montana	1	23
203764A0	0	if any	191	196
203764A1	0	Sri Lankan security officials had been warned about a potential threat against churches from a radical Islamist group 10 days ago	35	163
203765A0	1	if she hadn't spent all that money	39	72
203766A0	1	if she were serving a liberal president	104	142
203767A0	1	If we were really well-known and went out and advertised	1	56
203768A0	0	it was written	51	64
203768A1	0	if not for me being careless	128	155
203769A0	1	If I had initially bought iPhones through FreedomPop	0	51
203770A0	1	If we were doing any deal like that	1	35
203771A0	1	had he won the nomination	167	191
203772A0	1	if he could have	50	65
203773A0	1	if he had not challenged the political orthodoxy of his own time	78	141
203774A0	1	Had that payment been included in Diamond's financial statements then	0	68
203775A0	1	If Puerto Rico were an independent country	0	41
203776A0	1	if they had it to do all over again	104	138
203777A0	0	if there will be complete equality	324	357
203777A1	0	if there will be complete equality, issues like this shouldn't arise	324	391
203777A2	0	should have additional options so that there is a trend towards a more fair society	235	317
203777A3	0	continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	173	317
203777A4	0	women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	167	317
203777A5	0	because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	159	317
203777A6	0	wasn't enough, because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	143	317
203777A7	0	the existing law just wasn't enough, because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	120	317
203777A8	0	that the existing law just wasn't enough, because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	115	317
203777A9	0	said that the existing law just wasn't enough, because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society	110	317
203777A10	0	said that the existing law just wasn't enough, because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society, but if there will be complete equality, issues like this shouldn't arise	110	391
203778A0	0	had lived up to his promise to be a bipartisan president and courted conservatives by offering, say, reform of the tort system	69	194
203778A1	0	If, instead of handing over health care to his party's left wing, he had lived up to his promise to be a bipartisan president and courted conservatives by offering, say, reform of the tort system	0	194
203779A0	0	had been kept out of his speech	112	142
203779A1	0	he declined to apologize to the sailors who had been kept out of his speech.	68	143
203780A0	0	unfortunately they were	72	94
203780A1	0	Such actions should not have been carried out against Saakashvili	1	65
203780A2	0	Such actions should not have been carried out against Saakashvili, but unfortunately they were	1	94
203781A0	1	If the $10 million claim had been accurate	0	41
203782A0	0	if we	21	25
203782A1	0	in the long run, we were going to win	239	275
203784A0	1	wish I had seen her earlier	2	28
203785A0	1	If I were a pension scheme member	1	33
203786A0	1	If I were a Russian spy	1	23
203787A0	0	If Gov.	1	7
203787A1	0	Gov. Perry had appointed her during the legislative session	4	62
203788A0	1	neglected to do so, which would have avoided the situation	130	187
203789A0	1	if Washington had labeled China a currency manipulator days after Hu's visit	63	138
203790A0	0	solar stocks were blazing hot	30	58
203790A1	0	Had it offered last year when solar stocks were blazing hot	0	58
203791A0	1	if they had an armed guard inside	22	54
203792A0	0	If, like me	0	10
203792A1	0	with little ill effect	81	102
203792A2	0	if you think it is badly needed	278	308
203792A3	0	even if you think it is badly needed	273	308
203794A0	0	to had invented it	75	92
203794A1	0	If the Eurogroup hadn't existed before the crisis	1	49
203795A0	0	with us	30	36
203795A1	0	if the drug was the primary cause of the heart attack	156	208
203795A2	0	Had the jury found Merck failed to adequately warn of the Vioxx health risks	40	115
203796A0	1	If I had told	0	12
203797A0	1	if we had foregone or delayed these programs	95	138
203798A0	0	with a 1.4% gain for the Nasdaq as a whole	161	202
203798A1	0	If not for Google's (NASDAQ:GOOG) absurd valuations	0	50
203799A0	0	if implemented	30	43
203799A1	0	with just three	187	201
203800A0	1	all was said and done in 2015	5	33
203801A0	1	If you wish you had a financial pro to talk to	0	45
203802A0	1	Had the video been released before the 2015 election	0	51
203803A0	0	Republicans were in nearly every state they controlled	34	87
203803A1	0	Had Democrats been as partisan as Republicans were in nearly every state they controlled	0	87
203804A0	1	If elected	0	9
203805A0	1	If Israel and Turkey were still friends	0	38
203806A0	1	had it been in place as recently as five years ago	101	150
203807A0	0	the patent in this case should not have been issued	9	59
203807A1	0	think the patent in this case should not have been issued	3	59
203807A2	0	We think the patent in this case should not have been issued	0	59
203807A3	0	We think the patent in this case should not have been issued, and we hope the court finds it invalid	0	99
203808A0	0	you reason	22	31
203808A1	0	you were taught	153	167
203808A2	0	If they are that bad	0	19
203808A3	0	should have left long ago, as being in a toxic relationship for a long period of time goes against everything you were taught and everything you believe is right	43	203
203809A0	1	if we had let states take a more active role in consumer protection	82	148
203810A0	1	If markets were completely efficient	0	35
203811A0	1	with concerns	80	92
203812A0	0	Had the government not stepped in	1	33
203812A1	0	without putting public money at risk	99	134
203813A0	0	with a fragile situation	153	176
203813A1	0	if Bank of America backed away	189	218
203813A2	0	we were dealing with a fragile situation	137	176
203814A0	1	if the asexual-label had already existed, I	6	48
203815A0	1	if they realized that the death penalty involved executing people	77	141
203816A0	0	Tesla should not have temporarily lowered the price of Autopilot, its semi-autonomous driver-assistance system	31	140
203816A1	0	that Tesla should not have temporarily lowered the price of Autopilot, its semi-autonomous driver-assistance system	26	140
203816A2	0	said on Tuesday that Tesla should not have temporarily lowered the price of Autopilot, its semi-autonomous driver-assistance system	10	140
203817A0	1	But according to research by consultancy Boring Money	0	52
203819A0	1	If I were a saver, certainly in Spain or maybe Italy, I think	1	61
203820A0	0	if her son were addicted to alcohol	93	127
203820A1	0	if her son were addicted to alcohol his reclusive lifestyle	93	151
203821A0	0	he had a down year	77	94
203821A1	0	Had Madoff come clean back in 1987	0	33
203822A0	1	had they been truly interested in progress towards a two-state solution	268	338
203823A0	0	if everyone stopped being able to perceive their actions rendering them undetectable	85	168
203823A1	0	even if everyone stopped being able to perceive their actions rendering them undetectable	80	168
203824A0	1	if it wasn't for unfavorable foreign exchange rate translations	62	124
203825A0	0	with the added debt	186	204
203825A1	0	if Kinetic Concepts had waited six months	93	133
203826A0	0	Had it stopped there	0	19
203826A1	0	the fall was just the beginning	87	117
203826A2	0	the fall was just the beginning.	87	118
203827A0	1	if federal housing policy had not discriminated against them from the 1930s through at least the 1960s	129	230
203828A0	1	without songs	22	34
203829A0	1	if people had been in Massachusetts, under Governor Romney's health care plan, they	16	98
203830A0	1	wish I'd have already bought some Costco stock when I picked up the smoked salmon	7	87
203831A0	1	if not for making a clearer statement	87	123
203832A0	1	if I were president right now	43	71
203834A0	1	If Shalmaneser III, the ancient king of Assyria, had had that many free minutes	0	78
203835A0	1	if it were me	44	56
203836A0	0	an experienced investor like Mr. Woodford had seen it coming	153	212
203836A1	0	should an experienced investor like Mr. Woodford had seen it coming	146	212
203836A2	0	happened should an experienced investor like Mr. Woodford had seen it coming	137	212
203836A3	0	have happened should an experienced investor like Mr. Woodford had seen it coming	132	212
203836A4	0	that wouldn't have happened should an experienced investor like Mr. Woodford had seen it coming	118	212
203837A0	1	If they wanted to help the market	0	32
203838A0	0	it actually was	228	242
203838A1	0	if real wage growth had followed its historical relationship with the unemployment rate	74	160
203839A0	1	If you had purchased the stock	0	29
203840A0	0	Unless your body magically cures itself from diabetes	1	53
203840A1	0	then once you take your medicine again, it'll be fine.	129	182
203841A0	0	without seizing Iraqi oilfields	97	127
203841A1	0	America should not have invaded Iraq	23	58
203841A2	0	that America should not have invaded Iraq	18	58
203841A3	0	declared that America should not have invaded Iraq	9	58
203841A4	0	should not have left without seizing Iraqi oilfields	76	127
203841A5	0	there should not have left without seizing Iraqi oilfields	70	127
203841A6	0	Mr Trump declared that America should not have invaded Iraq	0	58
203841A7	0	once there should not have left without seizing Iraqi oilfields	65	127
