203597C1	0	it would have made a difference	43	73
203598C0	1	could have been prepared for the years of game-playing	80	133
203599C0	1	it could have been	57	74
203600C0	1	would have been a different story	141	173
203601C0	0	could recommend	152	166
203601C1	0	Clearwire would have taken down this cash	181	221
203601C2	0	Clearwire's special committee could recommend	122	166
203602C0	1	wouldn't be Russia	63	80
203603C0	1	the story would have been different	97	131
203604C0	1	'd still be significant	34	56
203605C0	1	would have horrified us	19	41
203606C0	1	might have accrued	37	54
203607C0	1	couldn't have done any better because	4	40
203608C0	1	would have said, 'Yes'	258	279
203609C0	1	would be,	6	14
203610C0	1	a slight advantage in treatment outcome would have been seen in those on the insulin pump	115	203
203611C0	0	they'd be justified in not initiating the ban back in 1998,he	79	140
203611C1	0	'd be justified in not initiating the ban back in 1998,he said	83	145
203612C0	1	would have won	103	116
203613C0	1	would have left to find maybe a bit more of a marriage	17	70
203614C0	1	would we then see a different trajectory that would result in reduced costs for adults	87	172
203615C0	1	would have to provide documentation that	86	125
203616C0	1	would have been consequences	284	311
203617C0	1	would have been successful, even fatal,	13	51
203618C0	1	might have read:	86	101
203619C0	1	would have lost the AAA	167	189
203620C0	1	would've been painful	76	96
203621C0	1	could invest in an index tracker, sell enough units to match the HDY yield and be left	10	95
203623C0	1	wouldn't have signed an executive order within a week of being sworn in as president that effectively banned them from coming to the U.S.	84	220
203624C0	0	the family would never have had closure	206	244
203624C1	0	the murder would have never been brought to justice	150	200
203625C0	1	would have avoided any number of disastrous entanglements-Vietnam, Iraq, Libya, Yemen, and more	109	203
203626C0	1	would have eliminated the voter ID requirement entirely for 2017 local elections and beyond	112	202
203627C0	1	she would have been better off	40	69
203628C0	0	could have been avoided	21	43
203628C1	0	could have been avoided?.	20	45
203629C0	1	would be	173	180
203630C0	1	would move on, advised David Axelrod, a Democratic guru	17	71
203631C0	1	would have made the redactions they later negotiated	44	95
203632C0	1	would have been declined	214	237
203634C0	1	in other circumstances using another treatment or no treatment at all, they woulnd't have fared any better	86	191
203635C0	1	would have been swiftly identified as the man likeliest to foil Mr Trump and Ted Cruz, the ultra-conservative winner in Iowa, whom his party's establishment also loathe	112	279
203636C0	1	it would not have undertaken them otherwise	131	173
203637C0	0	Age may have dimmed their employment prospects	0	45
203637C1	0	would have been good doing something that they always wanted to do	200	265
203638C0	1	would have rather had their preferred wording on the future of Doha included in brackets-signifying that the language has been proposed but	13	153
203639C0	1	would have been too late to consider abortion by the time I realized	81	148
203640C0	1	would have been considered unthinkable	170	207
203641C0	1	could well have been expensive or extravagant in some way	58	114
203642C0	1	would have skewered in that unspoken double standard that allows rudeness in forthright men who tell it like it is as opposed to bitchy women.	43	188
203643C0	1	I could take back enthusiastic words I used to support these products years ago	7	85
203644C0	1	would say the same thing	22	45
203645C0	1	would have blocked over 40 percent-and not three percent-of President Bush's judicial nominees over his first two years in office	32	160
203647C0	1	we could have had some land mines	19	51
203648C0	0	would react	91	101
203648C1	0	could see what	49	62
203649C0	1	would oftentimes come out ahead within 30 days	47	92
203650C0	1	would be almost an amusing carnival	81	115
203651C0	1	would have	115	124
203652C0	0	could afford	80	91
203652C1	0	I could afford	78	91
203652C2	0	I didn't have this my family would have gone uninsured	97	150
203652C3	0	I would have had to decide between food or a doctor visit	155	211
203653C0	1	could have worked together to craft a bill that did more to promote inter-generational equity	30	122
203654C0	1	the world would have been	146	170
203655C0	1	would have likely been a change for the better	73	118
203656C0	1	wouldn't have been able to do what it did	51	91
203657C0	0	state'd be Florida, the state	150	178
203657C1	0	'd be Florida, the state with the largest number of imported Zika cases in the continental United States-74 reported at last count	155	286
203658C0	1	would have been in Dish's interest to present a more definitive offer by the time Clearwire filed its proxy	61	167
203659C0	1	would have been even steeper	31	58
203660C0	1	would have received $187.50 in employer matching funds at the end of the year in addition to the matching funds she received during the pay periods when she did contribute to her 401(k)	88	272
203661C0	0	would be president	99	116
203661C1	0	Romney would be president	92	116
203662C0	1	the publication of a policy statement by the American Academy of Pediatrics in the middle of the study period may have accelerated the declining rates as though	32	191
203663C0	0	the vast majority of clinicians would have done	39	85
203663C1	0	would have been recorded in the patient's chart as a no	99	153
203664C0	1	could argue that Jeb Bush might have been able to reverse his narrow defeat to incumbent Lawton Chiles	13	114
203665C0	1	could have been far worse	7	31
203666C0	1	may have tried cracking Kansas City to oust Cleaver, or at the very least create a swing district that he would have lost in a midterm	77	210
203667C0	1	One ought to have taken much bolder steps much earlier	1	54
203668C0	1	would have been forced to reveal that funding for the report largely came from Viktor Pinchuk, a Ukrainian billionaire	36	153
203669C0	1	wouldn't have had	79	95
203670C0	0	wouldn't achieve very much	75	100
203670C1	0	wouldn't be able to make a significant difference	226	274
203671C0	1	would have happened	36	54
203673C0	1	investors would give AMC the nod	32	63
203674C0	1	the White House ought to have been more cautious about the timing of the announcement because farmers are still planting	66	185
203675C0	0	could argue that	254	269
203675C1	0	could argue that both the American and Soviet moon programmes were boondoggles, and that it would have been better	254	369
203676C0	1	would be falling,	77	93
203677C0	1	he could have forced Ayotte to waste resources and lurch to the right	39	107
203678C0	0	could stay and work a double shift and do the job that five lesser seniority would have been needed during the milliniall shutdown	101	230
203678C1	0	that my husband could stay and work a double shift and do the job that five lesser seniority would have been needed during the milliniall shutdown	85	230
203679C0	1	would have used him in ads	82	107
203680C0	1	would have 4% more capital today, an amount roughly equivalent to two years investment by non-financial companies	126	238
203681C0	1	might be in a hospital or morgue right now	158	199
203683C0	1	would have realized that I could have just left my 401(k) where	84	146
203684C0	1	in this case, would not have supported Mr McCarthy	133	182
203685C0	1	might have beaten Obama by as many as two million votes and still have lost the Presidency	59	148
203686C0	0	they would be happier	45	65
203686C1	0	others would respond to them better	73	107
203686C2	0	they would have improved social lives	115	151
203687C0	1	would have done it sooner	103	127
203688C0	1	wouldn't write about it	3	25
203689C0	1	would have done	70	84
203691C0	1	'd care about I.Q.	26	43
203692C0	0	you'd be wrong	98	111
203692C1	0	might have thought	4	21
203693C0	1	could have resulted in the easing of sanctions imposed on Russia by the United States-a policy shift to which	28	138
203697C0	0	would not have existed, or would have existed in a very different form, were it not for the Kochs' institution-building philanthropy	58	189
203697C1	0	these institutions either would not have existed, or would have existed in a very different form, were it not for the Kochs' institution-building philanthropy	32	189
203698C0	1	in that case the amount of deaths could be in the millions	177	234
203699C0	1	could have tried to bring prescription drugs to the U.S.	4	59
203700C0	1	could have been a growing business opportunity for banks at a time when Wall Street's many other businesses are also under pressure	65	195
203701C0	1	could stop time and reel my boys back to me with the promise of roller coasters and bumper cars? I had been adventurous once	143	266
203702C0	1	would be nice, though,	3	24
203703C0	0	could read them and decide what they're supposed to say	109	163
203703C1	0	Two months ago, they could have prepared talking points and sent them out	1	73
203704C0	1	would have casted a vote against the war, a thing we know Because he said so	184	261
203705C0	0	would have voted to strike down the law.	121	159
203705C1	0	in different circumstances being present then he would have voted to strike down the law	72	159
203706C0	0	would have helped	126	142
203706C1	0	could be reached in an emergency-	72	103
203707C0	0	would have created enormous deficits for the next decade or so	9	70
203707C1	0	would have eventually led to a dramatic drop in guaranteed benefits	77	143
203708C0	1	would have six, eight, maybe 12 people running	32	77
203709C0	1	it would be wonderful	83	103
203710C0	1	Renault would reach the same conclusion	88	126
203711C0	1	would have sided	58	73
203712C0	1	could have topped 40%	91	111
203713C0	1	wouldn't be in this mess	48	71
203714C0	1	would probably be in Los Angeles right now doing what she wanted to do	49	118
203715C0	0	we'd passed in the early 1990s	171	200
203715C1	0	we might have passed a few years ago	124	159
203715C2	0	might have passed a few years ago, and	127	164
203716C0	1	you would not have received as part of your routine childhood or adulthood vaccines	82	164
203717C0	1	would no doubt relish the extent to which	17	57
203718C0	1	would have looked me in the face, point blank and explained why	96	158
203719C0	0	would be furious at congressional efforts to stymie light bulb efficiency standards	74	156
203719C1	0	Thomas Edison would be furious at congressional efforts to stymie light bulb efficiency standards	60	156
203720C0	1	could have been fined $1,000	20	47
203721C0	1	could have actually been good people (as long as they thought	61	121
203724C0	1	could be prevented	77	94
203725C0	1	could have been avoided	86	108
203726C0	1	'd still be in deep trouble	53	79
203727C0	1	may well talk to her friends and post something on Facebook	168	226
203728C0	1	it would have been better	312	336
203729C0	1	would not have been possible	118	145
203730C0	1	could have far-reaching implications not only for trade and an economy, that	88	163
203732C0	0	this industry would develop	50	76
203732C1	0	would have said, Here is the road to riches.	83	128
203733C0	1	it would have been nice	18	40
203734C0	0	'd have	6	12
203734C1	0	we'd have gone over the cliff	4	32
203735C0	1	would have come up	177	194
203736C0	1	would have devastated the rebel stronghold	115	156
203737C0	0	he'd tried	184	193
203737C1	0	could have won the popular vote	149	179
203738C0	1	as archbishop Pell would have cast a powerful shadow and thought he could control the situation	10	106
203739C0	1	might not have been born	68	91
203740C0	1	some people would call it a tweet storm every day	39	87
203741C0	0	would have approached it differently	6	41
203741C1	0	would have approached it differently.	6	42
203742C0	1	might have rightfully questioned whether	4	43
203743C0	1	would get 13%, denting both Ms Le Pens score (17.5%) and Mr Mlenchons (8%)	100	173
203744C0	1	would be $1,386	93	107
203745C0	1	would have encouraged Dorje Shugden practitioners to interpret the prayers as a war on one's own delusions rather than against other traditions as I don't doubt some Shugden practitioner misinterpreted and developed sectarian pride	38	268
203746C0	1	might imagine that the ratings would be different from the EMR vendors	8	77
203747C0	1	would have struggled mightily, as many natural-gas-focused companies have	32	104
203748C0	1	Italy would solve most of its problems	26	63
203749C0	0	would have sounded like	166	188
203749C1	0	they would have sounded like	161	188
203750C0	1	might have been justifiable, he added,	14	51
203751C0	0	would've gone through clinical trials and would have been ready	135	197
203751C1	0	would have had a vaccine in time for this that would've gone through clinical trials and would have been ready. '	88	199
203752C0	0	Trump could continue being Trump	265	296
203752C1	0	indictments would keep coming down	225	258
203752C2	0	Mueller would continue moving along	188	222
203752C3	0	would continue moving along, indictments would keep coming down, and Trump could continue being Trump.	196	297
203753C0	1	I may have missed	164	180
203754C0	1	would have been affirmation to her	97	130
203755C0	1	there would be a filter that we would have to work past in order to begin assessing and appreciating his inner qualities	133	252
203756C0	0	wouldn't have left my old job	3	31
203756C1	0	would normally have bumped up the unemployment rate, putting pressure on President Barack Obama as he heads into a re-election campaign	175	309
203756C2	0	would take. OPTIMISM AND JOB INTERVIEWS The surge in new job-seekers last month would normally have bumped up the unemployment rate, putting pressure on President Barack Obama as he heads into a re-election campaign	94	309
203757C0	0	he would have lost	136	153
203757C1	0	he'd gone up against a stronger opponent	65	104
203758C0	1	would have answered	49	67
203759C0	1	would have been done in any event, whether	73	114
203760C0	1	'd be worth less than cardboard	37	67
203761C0	1	Given the housing data, the equity market performance and durable goods yesterday, I'd have thought the euro would be higher	161	284
203762C0	1	would have almost certainly hurt Akin's primary chances	135	189
203763C0	1	would have killed myself	28	51
203764C0	1	would not have happened under other circumstances	244	292
203765C0	1	'd be losing	91	102
203766C0	1	would be beloved	87	102
203767C0	1	would spend more time reading about opportunities we don't like	68	130
203768C0	1	would not have hit the send button	93	126
203769C0	1	'd be writing a different article	63	95
203770C0	1	would have appointed outside advisers	45	81
203771C0	1	would likely have been abandoned by Senate Republicans	112	165
203772C0	0	might have	39	48
203772C1	0	he might have	36	48
203773C0	1	Reagan would not have become such a transformational figure	18	76
203774C0	1	would have been halved	89	110
203775C0	0	could simply renounce all debt issued under its law	47	97
203775C1	0	as the 51st American state, its localities and SOEs could throw themselves on the mercy of a federal bankruptcy court	100	216
203776C0	1	they would purchase the same vehicle	67	102
203777C0	0	would not infringe on a woman's right to nurse in public	49	104
203777C1	0	would not infringe on a woman's right to nurse in public but said that the existing law just wasn't enough, because women continued to face stigma against breast-feeding in public and should have additional options so that there is a trend towards a more fair society, but	49	322
203778C0	0	might have got health care through	200	233
203778C1	0	he might have got health care through	197	233
203778C2	0	may now stand a chance of getting a climate bill	274	321
203779C0	1	he would not have ordered the ship to be hidden	15	61
203781C0	1	would have averaged less than $90,000 per day during every other day of the quarter ($8 million spread over 90 days)	56	171
203782C0	0	could have avoided those mistakes by recognizing that,	184	237
203782C1	0	'd been more confident in the ultimate superiority of our political and economic system-despite its serious problems-compared to that of Soviet communism	26	178
203783C0	1	would have sold its South African platinum group metals, chrome and vanadium businesses to Lonmin for shares, conditional on a $1 billion rights issue, which they would underwrite	48	226
203785C0	1	would be annoyed because it is my money that creates the scale that benefits the manager	38	125
203786C0	1	would I really release my plot in novel form in advance? 'the 46-year-old Cincinnatian asks me, mock-bewildered, on a recent Friday morning.	26	165
203787C0	1	would have had the same objections to her nomination as they did to McLeroy 's	74	150
203788C0	1	could have used the dispute meeting on Monday to take that step, but	61	128
203789C0	1	would have been a slap in the face to Beijing	17	61
203790C0	1	might have caught fire, too	122	148
203791C0	1	might have been able to stop it immediately	62	104
203792C0	0	may not seem worth it,	248	271
203792C1	0	would have paid dividends	197	221
203792C2	0	health-care reform could have waited	44	79
203792C3	0	could have waited with little ill effect, and that prioritising the repair of a badly broken set of fundamental economic institutions would have paid dividends, then health-care reform may not seem worth it,	63	271
203793C0	0	would have been a disaster	73	98
203793C1	0	would have been a disaster.	73	99
203794C0	1	would have had	60	73
203795C0	1	would have been asked to determine	121	154
203796C0	1	would be shunned by those guys, and maybe others	26	73
203797C0	1	would have been a tragic mistake, costing untold thousands of lives and enormous suffering,	3	93
203798C0	1	would have lost more than 8% last year, compared	112	159
203799C0	1	would have forced the closure of the only abortion clinics in Huntsville and Tuscaloosa, leaving the state	80	185
203800C0	1	would have declined just 2% had it not been for the negative effects of foreign exchange)	94	182
203802C0	1	would almost certainly have lost	64	95
203803C0	1	could have easily gained another district in Maryland	100	152
203804C0	1	would have been eligible to receive $30,000 from the hedge fund for every percentage point that Hess outperformed its peers over their first term as directors	33	190
203805C0	1	might feel every bit as shaky as his father did when the Turks last clenched their fists	49	136
203806C0	1	would have limited groundbreaking and life-changing medicines	39	99
203809C0	1	the mortgage crisis would have been less severe	34	80
203811C0	1	we could have done more to support those who came to us	24	78
203812C0	1	might have restructured under normal bankruptcy procedures,	39	97
203813C0	1	might have suffered a similar fate to Lehman Brothers Holdings Inc, which went bankrupt	229	315
203814C0	1	would have embraced it myself	50	78
203815C0	1	'd be like someone saying they never would have backed the death penalty	4	75
203817C0	0	would have earned more from a fund tracking the FTSE 100 than	65	125
203817C1	0	would have earned more from a fund tracking the FTSE 100 than even the best-performing high-risk portfolio, and low-risk investors could have earned more in a cash Isa	65	231
203818C0	0	could be seen as a major disadvantage for her	262	306
203818C1	0	would have been the oldest candidate in many presidential fields	98	161
203819C0	1	I'd be looking askance at these measures and think this could yet happen to me	63	140
203820C0	1	would have been blamed on injesting a depressant every day for hours at a time	153	230
203821C0	0	would've gotten over it	118	140
203821C1	0	might have been angry that	50	75
203821C2	0	eventually, they would've gotten over it.	101	141
203822C0	1	would be that the Israelis failed to exercise the restraint they might have shown in retaliating against Palestinian terrorism,	140	266
203823C0	1	would still behave morally	176	201
203824C0	1	would have soared 24%	40	60
203825C0	0	the price might have been	67	91
203825C1	0	the company might have overpaid for LifeCell	6	49
203826C0	1	would have still been the third largest in history	31	80
203827C0	0	African-Americans would be better off	91	127
203827C1	0	might ask whether African-Americans would be better off	73	127
203828C0	1	would have nothing	3	20
203829C0	1	would have had health care	100	125
203830C0	1	I'd have already bought some Costco stock when I picked up the smoked salmon	12	87
203831C0	1	she could have exerted greater pressure on F.A.A.,	36	85
203832C0	1	would make a terrible president, because	2	41
203833C0	0	would have capitulated to the creditors' demands in August	24	81
203833C1	0	would not have led Greece through the difficult experience of capital controls	97	174
203834C0	1	could have picked up a cell phone instead of sacking Damascus in 842 B.C.--and still have four years of free minutes left	84	206
203835C0	0	I would love in that scenario	13	41
203835C1	0	would have scale to do things that Kara and I can't do because we just don't have enough people	64	158
203836C0	1	wouldn't	123	130
203837C0	0	would provide the tools necessary to help the recovery	117	170
203837C1	0	they would provide the tools necessary to help the recovery	112	170
203838C0	1	would have been 3.6 percentage points higher than	178	226
203839C0	1	'd earn respectable but smaller gain	35	70
203840C0	0	wouldn't require treatment	68	93
203840C1	0	wouldn't require treatment, your blood sugar will go up	68	122
203842C0	1	he would have been more concerned	189	221
203843C0	1	would have risen an even better 19% and 8%, respectively,	12	68
203844C0	1	wouldn't be worth many millions of pounds	41	81
203846C0	1	would have expected to hear bankers complaining about it	265	320
203847C0	1	might be Biden-Swalwell 2020	86	113
203848C0	1	it would be better for Canada	24	52
203850C0	1	could have laid eyes on any of her grandchildren-or contributed to science -	65	142
203851C0	1	would have	38	47
203852C0	1	would have been greatly compromised	264	298
203853C0	1	it would have initiated anyway	43	72
203854C0	1	would be giving it some very serious thought this week	25	78
203855C0	1	would have died	179	193
203856C0	0	that would have worked	150	171
203856C1	0	a parliamentary system would have avoided southern secession and the civil war	50	127
203857C0	1	would not have gotten elected	3	31
203858C0	1	he'd have released them by now	81	110
203859C0	0	could have easily moved or extended	53	87
203859C1	0	Trump could have easily moved or extended	47	87
203860C0	1	would have had all kinds of workers, potentially including flight attendants and pilots, saying hey, you know what,	54	168
203861C0	1	wouldn't be considered racist	177	205
203862C0	1	could say he's wrong	67	86
203863C0	1	we would have had a yes vote	169	196
203864C0	1	everyone's money could earn ideal returns	41	81
203865C0	1	could have met the same fate as her TV and air conditioner	58	115
203866C0	1	different regimes might have meant	96	129
203867C0	1	the family would have been turned away	41	78
203868C0	1	may have	79	86
203869C0	1	he would not have invaded Iraq	20	49
203871C0	0	could	6	10
203871C1	0	would already have been	16	38
203872C0	1	would have gone after her	115	139
203873C0	1	a happy ending to this story would be	15	51
203874C0	1	'd think that having paid such a high penalty for its misdeeds, Goldman might have learned its lesson	3	103
203875C0	1	would've gotten all excited for the briefest of moments until you realized that the new pope is gonna be basically the same as the retired pope	40	182
203876C0	1	'd have timed it way better than that	124	160
203879C0	1	couldn't have signaled his knowledge more clearly	103	151
203880C0	1	would have beaten Hillary Clinton in the popular vote too,	20	77
203881C0	0	might have been accused of grandstanding.	170	212
203881C1	0	might have been accused of grandstanding. Polls already show him leading a hypothetical Democratic primary against fellow Reps	170	297
203882C0	1	would have had to make more	64	90
203883C0	1	would be harder to argue that	73	101
203884C0	1	would be massive	122	137
203886C0	0	'd have enough money to buy a Sarah Palin wardrobe	152	201
203886C1	0	may not sound like a whole lot until you think of it this way	34	94
203887C0	1	would have something more interesting to talk about than minding one's manners at the Olympic Games	67	165
203888C0	1	would have been fewer debates, because	73	110
203889C0	1	may only be barely visible to their loved ones:despair, guilt, insomnia, secret addictions and violent rages that would have shamed their prewar selves	87	238
203890C0	1	would have carried the state by 80,000 votes	134	177
203891C0	1	would have registered at $510.5 million, or an increase of 11%	51	112
203892C0	0	we'd done what we should have done as a nation 20 years ago	184	242
203892C1	0	would have found their bloody hands back on the levers of government	112	179
203893C0	1	would have happened	23	41
203894C0	1	would have made the RBI a laughing stock given that inflation is high, rising and will rise more	18	113
203895C0	1	'd think hard about replacing one	51	83
203896C0	1	could have been forgiven	57	80
203898C0	0	might have taken it in their stride	98	132
203898C1	0	might have taken it in their stride.	98	133
203900C0	1	would have been given the benefit of the doubt	72	117
203901C0	1	would have been included too	58	85
203902C0	0	we'd have to deal with	50	71
203902C1	0	wouldn't be a problem we'd have to deal with	28	71
203903C0	1	would have been done a long time ago, Rep.	20	62
203904C0	1	would have represented 39 percent of Apple's sales in the September quarter, according to the company	49	149
203905C0	1	might have chosen something else	100	131
203906C0	0	BEST evidence would be the ballots themselves	1	45
203906C1	0	would have happened at all!) Last week Team Coleman had Minneapolis city elections director Cindy Reichert on the stand for most of 3 days	104	241
203907C0	0	would never recover from	194	217
203907C1	0	would never recover from.	194	218
203907C2	0	it would never recover from	191	217
203907C3	0	The next logical step after several years of dog trials would have been to start studying the treatment in human volunteers	0	122
203908C0	1	we could have had an open and honest conversation	89	137
203909C0	1	could easily make the argument that	4	38
203912C0	1	will have been vindicated.	123	148
203913C0	0	we'd be sitting where we are	116	143
203913C1	0	'd be, a year later, the financial markets would be where they are and we'd be sitting where we are-this is about as good as I could hope	45	183
203914C0	0	there would be no reasonable expectation of success	8	58
203914C1	0	would not have made Broad's claims obvious, meaning ineligible for a patent	175	251
203915C0	1	I'd taken a photo of Bear Stearns too	93	129
203917C0	0	'd have mortgaged our house on it--and yours, too!	87	138
203917C1	0	would return more than 2,500% over the past decade	33	82
203918C0	0	otherwise might not have been treated	72	108
203918C1	0	otherwise would have had no options for cardiac arrhythmia	147	204
203919C0	1	could have therapeutic results on a whopping 35% of patients	61	120
203920C0	0	would have had the strength to continue the battle to prove our innocence	48	120
203920C1	0	my business colleague would have had the strength to continue the battle to prove our innocence	26	120
203921C0	1	would have benefited from competition	57	93
203922C0	1	would not have dissolved the relationship	183	223
203923C0	1	would be like	69	81
203925C0	1	would have been a President	145	171
203926C0	1	would have	137	146
203927C0	1	would have been terrible	131	154
203928C0	1	'd have plenty of staff, even in remote parts of California	31	90
203929C0	0	we could personalize the recommendations	201	240
203929C1	0	could see which of the vaccines she got at what age and how many doses	124	193
203930C0	1	would have rejected it	76	97
203932C0	0	would have been the eighth largest	120	153
203932C1	0	would have been the eighth largest.	120	154
203933C0	1	could have been a very clever marketing strategy,	84	132
203934C0	0	they would never have tried it	13	42
203934C1	0	could have actually shoehorned Franken in, too	137	182
203935C0	1	wouldn't have done so	36	56
203936C0	1	you would be	96	107
203937C0	0	It might have been a great company	0	33
203937C1	0	wouldn't have stood to make much money	108	145
203938C0	1	would have grown by more than 50 percent	44	83
203939C0	0	would have been cheering it	121	147
203939C1	0	a lot of center left pundits would have been like oh look at those Tea Party activists in red states	153	252
203940C0	0	'd have about four times their money	111	146
203940C1	0	their investment would have declined to less than a tenth of its original value	5	83
203941C0	1	would have been seen	96	115
203942C0	0	would not have been selected	170	197
203942C1	0	would have been selected (the published paper can be seen here)	67	129
203943C0	1	would be surprising,	5	24
203944C0	1	would he (or she) resort to petty theft? Guess we'll never know	74	136
203945C0	1	would choose a share of Google	18	47
203946C0	0	would have lost money on just one investment!	97	141
203946C1	0	This simple, lazy strategy would have helped you beat the market over the past 10 years	0	86
203948C0	1	would be good advice only	9	33
203949C0	0	might actually have achieved something	71	108
203949C1	0	you'd be given more support in your efforts to help	8	58
203950C0	1	would have jeopardized their fall bargaining position	30	82
203951C0	1	would not have antibiotics and modern medicine	78	123
203952C0	1	might press him for conceding too quickly that race has nothing to do	144	212
203953C0	1	The unions would never have trusted the research	1	48
203955C0	1	would have left Mr. Trump vulnerable to potential indictment after he left office	36	116
203956C0	0	would have won	113	126
203956C1	0	would have won...	113	130
203957C0	0	I could do	45	54
203957C1	0	couldn't take care of them at all	2	34
203957C2	0	Their lives would have been much worse	166	203
203958C0	1	would have been handled very differently, with far more respect and far less drama	47	128
203959C0	1	may not have cash when a serious health issue comes along	66	122
203960C0	1	would have proved that there are twice as many conservatives in the country	53	127
203962C0	1	I'd probably say the same thing	1	31
203963C0	1	would not have done it had I known he would ask me for that information, sir.	111	187
203964C0	0	would have rather defended it	50	78
203964C1	0	I would have rather defended it	48	78
203965C0	1	would have gotten a lot more done	117	149
203966C0	0	would be dead right now � �	65	90
203966C1	0	wouldn't have called to tell me about John his suicide	8	61
203967C0	1	would receive $24 million, based on its current price of around $2 per share	42	117
203968C0	0	may have had his own brain removed and bronzed as act of self-worship	3	71
203968C1	0	may even now be buried, forgotten, under a pile of old golf magazines in a Trump Tower closet	77	169
203969C0	1	wouldn't have	78	90
203970C0	1	would have allowed him to run for re-election, which	149	200
203971C0	0	it would have been	56	73
203971C1	0	would have been had the media really been liberal	59	107
203972C0	1	could have been like	51	70
203973C0	1	may have	115	122
203974C0	1	Crowley could have held onto his seat	93	129
203975C0	0	wouldn't have been 57	82	102
203975C1	0	would have been many hundreds or even more than a thousand	108	165
203976C0	0	that ought to be conducted	24	49
203976C1	0	would have suggested a different way	54	89
203977C0	1	would have banned most abortions after 15 weeks of pregnancy	74	133
203978C0	1	would have been 1.7 m fewer poor people in 2007	72	117
203979C0	1	would be disrespecting myself too	72	104
203980C0	1	wouldn't be Russia	63	80
203981C0	1	might have bought shares of GE	99	128
203982C0	1	might have been better off in prison	98	133
203984C0	1	would have become Governor in 2001 when	78	116
203985C0	0	might have actually saved his hide by splitting the anti-incumbent vote	152	222
203985C1	0	might have actually saved his hide by splitting the anti-incumbent vote.	152	223
203986C0	0	might not have pushed him out	75	103
203986C1	0	might not have pushed him out had the situation not attracted such attention from the news media.	75	171
203987C0	1	would be the same	150	166
203988C0	1	could have been had Merck's Zocor, a similar statin, not lost U.S.	68	133
203989C0	1	the charges against them might be changed or dropped before the trial	104	172
203990C0	1	would have existed	161	178
203991C0	1	might have fallen into the hands of the Pension Protection Fund (PPF), a collective-insurance plan	46	143
203992C0	0	could jack up the price	31	53
203992C1	0	would take 42 months, on average, to bring in the next generic competitor	62	134
203993C0	1	wouldn't be discussing Icahn's strategy right now	96	144
203994C0	1	would have been 3.58% for the year ended December 31, 2018 compared to 3.53% for the year ended December 31, 2017	67	179
203995C0	1	would have told my first lover (	15	46
203996C0	1	we'd held to somewhat a higher standard	93	131
